feedback_id,member_id,consultation_id,rating,feedback_text,feedback_date
FB01874,M001399,CN005629,1,Doctor explained everything clearly,2024-12-08
FB01875,M001147,CN001910,2,Very satisfied with the consultation,2025-11-05
FB01876,M000786,CN001449,4,Would recommend to others,2025-08-03
FB01877,M002388,CN002758,1,Doctor explained everything clearly,2025-10-23
FB01878,M000480,CN004418,5,Telemedicine call quality was poor,2024-02-14
FB01879,M001997,CN002672,4,Very satisfied with the consultation,2025-03-31
FB01880,M001714,CN004474,4,Telemedicine call quality was poor,2024-05-01
FB01881,M001741,CN003758,4,Very satisfied with the consultation,2024-02-21
FB01882,M002300,CN000453,5,Telemedicine call quality was poor,2024-08-10
FB01883,M002075,CN001446,5,Long wait time at the clinic,2024-08-27
FB01884,M002333,CN004100,3,Long wait time at the clinic,2025-03-28
FB01885,M000836,CN000421,4,Long wait time at the clinic,2024-10-05
FB01886,M000201,CN005965,4,Long wait time at the clinic,2025-07-06
FB01887,M000152,CN002722,3,Long wait time at the clinic,2025-10-03
FB01888,M000658,CN003517,3,Doctor explained everything clearly,2024-09-23
FB01889,M000595,CN000418,4,Long wait time at the clinic,2024-10-28
FB01890,M001639,CN001524,1,Needs faster appointment scheduling,2025-06-09
FB01891,M000441,CN002554,5,Staff was helpful and courteous,2025-10-12
FB01892,M000724,CN002258,5,Telemedicine call quality was poor,2025-09-22
FB01893,M002170,CN000222,2,Would recommend to others,2024-11-10
FB01894,M001729,CN005705,5,Telemedicine call quality was poor,2024-08-08
FB01895,M001855,CN002985,5,Long wait time at the clinic,2025-03-03
FB01896,M000495,CN000808,2,Long wait time at the clinic,2024-10-26
FB01897,M000683,CN003980,5,Would recommend to others,2024-12-10
FB01898,M001677,CN005825,4,Telemedicine call quality was poor,2025-11-27
FB01899,M002003,CN001155,5,Very satisfied with the consultation,2025-08-09
FB01900,M001915,CN000109,5,Very satisfied with the consultation,2025-10-04
FB01901,M001865,CN005237,2,Very satisfied with the consultation,2024-02-22
FB01902,M001385,CN004515,4,Very satisfied with the consultation,2025-10-30
FB01903,M002198,CN000636,1,Doctor explained everything clearly,2025-01-02
FB01904,M000876,CN000672,4,Staff was helpful and courteous,2024-11-13
FB01905,M000889,CN002099,4,Staff was helpful and courteous,2025-10-15
FB01906,M002032,CN004403,5,Needs faster appointment scheduling,2025-09-06
FB01907,M002440,CN002993,4,Needs faster appointment scheduling,2024-09-30
FB01908,M002060,CN004096,3,Staff was helpful and courteous,2025-10-14
FB01909,M000664,CN002476,2,Telemedicine call quality was poor,2024-03-05
FB01910,M002088,CN002625,3,Average experience overall,2024-10-03
FB01911,M001327,CN005635,3,Doctor explained everything clearly,2025-12-07
FB01912,M001422,CN000178,4,Would recommend to others,2025-08-13
FB01913,M002469,CN001267,3,Telemedicine call quality was poor,2025-05-29
FB01914,M000049,CN000064,1,Telemedicine call quality was poor,2025-05-29
FB01915,M000404,CN002987,4,Excellent follow-up care,2025-09-16
FB01916,M000061,CN004290,4,Doctor explained everything clearly,2024-02-25
FB01917,M001957,CN004396,3,Staff was helpful and courteous,2025-03-15
FB01918,M001755,CN005741,3,Needs faster appointment scheduling,2025-02-01
FB01919,M000110,CN000134,5,Needs faster appointment scheduling,2024-12-03
FB01920,M000221,CN000450,4,Would recommend to others,2024-02-10
FB01921,M002198,CN002616,5,"Great experience, doctor was very attentive",2024-11-09
FB01922,M000631,CN000269,2,Very satisfied with the consultation,2025-04-03
FB01923,M000429,CN003168,2,Doctor explained everything clearly,2024-08-18
FB01924,M001403,CN005984,4,Staff was helpful and courteous,2024-11-14
FB01925,M001917,CN000719,4,"Great experience, doctor was very attentive",2024-02-25
FB01926,M000679,CN003784,2,"Great experience, doctor was very attentive",2024-09-06
FB01927,M001563,CN005041,3,Doctor explained everything clearly,2025-12-12
FB01928,M000259,CN004319,5,Would recommend to others,2025-06-01
FB01929,M000322,CN002403,5,Needs faster appointment scheduling,2024-02-02
FB01930,M002186,CN005094,3,Long wait time at the clinic,2025-07-17
FB01931,M000028,CN000494,2,Average experience overall,2025-12-17
FB01932,M002071,CN001115,3,Needs faster appointment scheduling,2024-10-12
FB01933,M002397,CN005980,4,Needs faster appointment scheduling,2025-06-28
FB01934,M001486,CN001040,4,Telemedicine call quality was poor,2025-04-04
FB01935,M002355,CN000139,4,Very satisfied with the consultation,2024-08-31
FB01936,M000220,CN004776,5,Staff was helpful and courteous,2025-04-27
FB01937,M001502,CN001788,2,Staff was helpful and courteous,2025-09-30
FB01938,M000333,CN003563,5,Excellent follow-up care,2025-09-28
FB01939,M001110,CN000646,4,Needs faster appointment scheduling,2025-05-31
FB01940,M001145,CN003364,5,Staff was helpful and courteous,2025-01-12
FB01941,M001430,CN005739,4,Long wait time at the clinic,2024-07-12
FB01942,M001808,CN005868,5,Needs faster appointment scheduling,2025-04-17
FB01943,M000287,CN004077,4,Very satisfied with the consultation,2025-05-23
FB01944,M001708,CN000933,4,Average experience overall,2025-12-23
FB01945,M001183,CN000824,5,Doctor explained everything clearly,2024-03-27
FB01946,M002408,CN001329,1,Staff was helpful and courteous,2025-05-11
FB01947,M002307,CN001476,2,Needs faster appointment scheduling,2024-02-18
FB01948,M001782,CN004274,4,Long wait time at the clinic,2025-09-25
FB01949,M001019,CN002370,4,Needs faster appointment scheduling,2024-09-24
FB01950,M000556,CN004987,5,Staff was helpful and courteous,2024-06-11
FB01951,M000325,CN004338,4,Long wait time at the clinic,2024-06-07
FB01952,M000064,CN002958,5,Excellent follow-up care,2025-06-02
FB01953,M002277,CN002569,5,Staff was helpful and courteous,2025-11-27
FB01954,M000380,CN005223,5,Average experience overall,2024-05-20
FB01955,M002047,CN001764,4,Staff was helpful and courteous,2025-03-17
FB01956,M001580,CN000433,4,Would recommend to others,2025-07-23
FB01957,M002329,CN003872,4,Very satisfied with the consultation,2025-11-09
FB01958,M000972,CN004884,3,Telemedicine call quality was poor,2025-10-15
FB01959,M001910,CN003475,5,"Great experience, doctor was very attentive",2025-03-14
FB01960,M000528,CN005424,1,Long wait time at the clinic,2024-12-22
FB01961,M001217,CN003562,5,Telemedicine call quality was poor,2025-08-15
FB01962,M000661,CN002262,4,Excellent follow-up care,2024-04-10
FB01963,M000058,CN002140,4,Doctor explained everything clearly,2024-05-13
FB01964,M000230,CN005357,4,Would recommend to others,2024-01-21
FB01965,M000938,CN005721,1,Needs faster appointment scheduling,2024-06-17
FB01966,M000294,CN004540,3,Very satisfied with the consultation,2025-08-17
FB01967,M001746,CN005287,5,Very satisfied with the consultation,2024-07-20
FB01968,M002473,CN000043,5,Needs faster appointment scheduling,2025-08-02
FB01969,M000324,CN005730,3,Excellent follow-up care,2024-09-30
FB01970,M000983,CN004783,4,Average experience overall,2025-09-30
FB01971,M001632,CN004551,3,Very satisfied with the consultation,2024-02-02
FB01972,M001424,CN001558,4,Average experience overall,2025-10-11
FB01973,M001676,CN005214,4,Very satisfied with the consultation,2024-11-07
FB01974,M002018,CN003275,5,Telemedicine call quality was poor,2024-02-15
FB01975,M002393,CN005156,5,Average experience overall,2024-04-29
FB01976,M002353,CN000206,5,Long wait time at the clinic,2024-06-26
FB01977,M000197,CN003849,5,Long wait time at the clinic,2024-08-03
FB01978,M000325,CN004338,5,Telemedicine call quality was poor,2024-06-07
FB01979,M000558,CN000660,5,Doctor explained everything clearly,2024-04-23
FB01980,M000330,CN000936,5,Average experience overall,2024-04-19
FB01981,M000917,CN004008,2,Average experience overall,2025-10-24
FB01982,M000342,CN005459,2,Needs faster appointment scheduling,2025-12-23
FB01983,M002211,CN005551,2,Long wait time at the clinic,2025-01-07
FB01984,M001651,CN005755,4,Would recommend to others,2025-07-18
FB01985,M001114,CN001536,3,Would recommend to others,2024-08-19
FB01986,M001352,CN000870,5,Long wait time at the clinic,2024-09-06
FB01987,M000461,CN000713,5,"Great experience, doctor was very attentive",2024-05-04
FB01988,M000439,CN002801,4,Telemedicine call quality was poor,2024-09-20
FB01989,M000193,CN000670,3,Would recommend to others,2025-07-18
FB01990,M001120,CN002360,4,Telemedicine call quality was poor,2025-05-10
FB01991,M000116,CN004209,4,Average experience overall,2024-11-17
FB01992,M000432,CN002669,5,Staff was helpful and courteous,2025-03-28
FB01993,M000220,CN000900,5,Would recommend to others,2024-07-01
FB01994,M001122,CN004203,5,Needs faster appointment scheduling,2024-10-28
FB01995,M000414,CN000634,5,Average experience overall,2025-11-01
FB01996,M000718,CN002082,1,Very satisfied with the consultation,2025-03-04
FB01997,M000015,CN001091,4,Needs faster appointment scheduling,2024-06-13
FB01998,M001193,CN000831,5,Excellent follow-up care,2024-11-23
FB01999,M001855,CN005623,4,Long wait time at the clinic,2024-08-12
FB02000,M001054,CN003184,3,Average experience overall,2024-09-12
FB02001,M000095,CN000610,3,Excellent follow-up care,2025-02-11
FB02002,M000676,CN000876,4,Excellent follow-up care,2025-01-12
FB02003,M001545,CN005715,2,Excellent follow-up care,2024-12-07
FB02004,M002478,CN005795,3,Needs faster appointment scheduling,2025-04-30
FB02005,M000827,CN000970,5,Very satisfied with the consultation,2025-10-20
FB02006,M001706,CN005265,5,Excellent follow-up care,2024-02-14
FB02007,M001218,CN002840,4,Long wait time at the clinic,2025-07-11
FB02008,M001813,CN001701,4,Doctor explained everything clearly,2024-04-18
FB02009,M001559,CN005325,5,"Great experience, doctor was very attentive",2024-03-02
FB02010,M001164,CN004329,4,Would recommend to others,2024-12-08
FB02011,M000246,CN000007,4,Telemedicine call quality was poor,2024-09-27
FB02012,M002421,CN001587,3,Excellent follow-up care,2025-10-28
FB02013,M000948,CN001067,2,Long wait time at the clinic,2024-03-29
FB02014,M000330,CN000318,5,Average experience overall,2025-03-21
FB02015,M001947,CN001530,5,Very satisfied with the consultation,2025-11-03
FB02016,M000448,CN002436,4,Long wait time at the clinic,2024-09-05
FB02017,M000508,CN000614,2,Would recommend to others,2024-01-04
FB02018,M000622,CN004090,5,Would recommend to others,2025-06-17
FB02019,M001834,CN001686,1,Staff was helpful and courteous,2025-12-05
FB02020,M001301,CN003662,5,Excellent follow-up care,2024-01-28
FB02021,M000338,CN002749,5,Needs faster appointment scheduling,2025-02-28
FB02022,M001528,CN002227,5,Telemedicine call quality was poor,2025-10-21
FB02023,M000884,CN003343,5,Doctor explained everything clearly,2025-06-03
FB02024,M001828,CN004031,4,Average experience overall,2024-10-18
FB02025,M001515,CN001023,5,Needs faster appointment scheduling,2024-01-08
FB02026,M000429,CN000428,3,Long wait time at the clinic,2024-10-03
FB02027,M002289,CN003033,3,Very satisfied with the consultation,2024-02-09
FB02028,M002075,CN001418,3,Staff was helpful and courteous,2025-09-30
FB02029,M002210,CN004944,4,Needs faster appointment scheduling,2025-10-02
FB02030,M001393,CN003632,2,Average experience overall,2025-04-28
FB02031,M000483,CN005508,5,Telemedicine call quality was poor,2024-09-14
FB02032,M001507,CN001826,5,Would recommend to others,2025-10-15
FB02033,M000851,CN002506,5,Telemedicine call quality was poor,2024-08-31
FB02034,M000740,CN000317,4,Average experience overall,2024-06-27
FB02035,M000684,CN004626,2,Telemedicine call quality was poor,2024-06-22
FB02036,M002320,CN004930,4,Long wait time at the clinic,2025-09-07
FB02037,M000446,CN003468,4,Needs faster appointment scheduling,2024-05-25
FB02038,M000734,CN004834,5,"Great experience, doctor was very attentive",2025-01-31
FB02039,M000152,CN001345,5,Needs faster appointment scheduling,2024-09-27
FB02040,M001453,CN001085,4,"Great experience, doctor was very attentive",2024-08-15
FB02041,M001045,CN002725,5,Long wait time at the clinic,2024-04-10
FB02042,M000834,CN005907,4,Very satisfied with the consultation,2024-03-20
FB02043,M000477,CN000750,5,Would recommend to others,2024-11-24
FB02044,M001555,CN000643,5,Telemedicine call quality was poor,2025-12-04
FB02045,M001413,CN003908,4,Long wait time at the clinic,2024-06-04
FB02046,M000805,CN001599,4,Very satisfied with the consultation,2024-07-29
FB02047,M000852,CN005342,3,Staff was helpful and courteous,2025-06-19
FB02048,M001350,CN005711,4,Long wait time at the clinic,2025-12-31
FB02049,M000630,CN004933,3,Average experience overall,2025-10-31
FB02050,M002162,CN004653,5,Long wait time at the clinic,2025-06-11
FB02051,M000891,CN001051,2,Staff was helpful and courteous,2025-12-28
FB02052,M000571,CN000517,3,Telemedicine call quality was poor,2025-10-24
FB02053,M000920,CN000219,4,Average experience overall,2025-12-06
FB02054,M001044,CN005432,2,Very satisfied with the consultation,2025-03-26
FB02055,M001788,CN002719,5,Excellent follow-up care,2024-02-15
FB02056,M000714,CN000532,3,Would recommend to others,2025-10-14
FB02057,M001777,CN000001,5,Needs faster appointment scheduling,2024-03-29
FB02058,M000873,CN002284,1,Telemedicine call quality was poor,2025-03-27
FB02059,M001458,CN002061,5,Would recommend to others,2024-04-24
FB02060,M001093,CN000748,5,"Great experience, doctor was very attentive",2025-07-11
FB02061,M001889,CN001208,4,Average experience overall,2024-10-05
FB02062,M001079,CN000692,5,Staff was helpful and courteous,2024-01-29
FB02063,M001920,CN003626,5,"Great experience, doctor was very attentive",2024-08-25
FB02064,M000645,CN002818,5,Very satisfied with the consultation,2024-02-26
FB02065,M001738,CN004829,4,Doctor explained everything clearly,2024-11-29
FB02066,M001645,CN001812,5,"Great experience, doctor was very attentive",2025-01-21
FB02067,M001208,CN000756,3,Very satisfied with the consultation,2025-02-05
FB02068,M001841,CN003502,4,Would recommend to others,2024-05-24
FB02069,M000822,CN004659,4,Staff was helpful and courteous,2024-01-18
FB02070,M001183,CN003311,5,Telemedicine call quality was poor,2025-01-27
FB02071,M001236,CN003456,5,Would recommend to others,2025-03-25
FB02072,M000695,CN002690,5,Very satisfied with the consultation,2024-07-10
FB02073,M001114,CN001536,5,Very satisfied with the consultation,2024-08-19
FB02074,M001544,CN002181,3,Would recommend to others,2025-12-15
FB02075,M002322,CN001663,3,Staff was helpful and courteous,2025-01-10
FB02076,M001744,CN002037,4,Long wait time at the clinic,2025-09-27
FB02077,M002353,CN000206,5,"Great experience, doctor was very attentive",2024-06-26
FB02078,M001597,CN002832,3,Needs faster appointment scheduling,2024-05-11
FB02079,M000668,CN003673,5,Doctor explained everything clearly,2024-03-24
FB02080,M002350,CN002916,3,Average experience overall,2024-08-07
FB02081,M001843,CN002675,3,Very satisfied with the consultation,2025-05-02
FB02082,M000915,CN004434,5,Staff was helpful and courteous,2025-05-21
FB02083,M001757,CN005175,4,Needs faster appointment scheduling,2024-05-04
FB02084,M001620,CN002077,5,Average experience overall,2025-01-20
FB02085,M000103,CN004613,4,Staff was helpful and courteous,2024-10-09
FB02086,M001001,CN002269,4,Long wait time at the clinic,2025-10-05
FB02087,M000414,CN000829,5,Would recommend to others,2024-02-22
FB02088,M000153,CN003165,4,Would recommend to others,2025-04-06
FB02089,M002035,CN005740,4,Would recommend to others,2025-04-18
FB02090,M000477,CN000750,4,Very satisfied with the consultation,2024-11-24
FB02091,M001655,CN002807,2,Would recommend to others,2024-12-19
FB02092,M001585,CN002233,5,Staff was helpful and courteous,2024-06-24
FB02093,M002217,CN000706,5,"Great experience, doctor was very attentive",2024-06-01
FB02094,M001312,CN004261,5,Very satisfied with the consultation,2025-03-04
FB02095,M000316,CN000380,4,Very satisfied with the consultation,2025-12-05
FB02096,M000979,CN003281,5,Very satisfied with the consultation,2024-10-07
FB02097,M000370,CN000665,4,"Great experience, doctor was very attentive",2024-10-18
FB02098,M001282,CN004799,5,Long wait time at the clinic,2024-05-24
FB02099,M002301,CN003858,4,"Great experience, doctor was very attentive",2025-09-25
FB02100,M001763,CN002864,4,Long wait time at the clinic,2025-08-07
FB02101,M000088,CN000196,5,Needs faster appointment scheduling,2025-10-29
FB02102,M000551,CN004302,2,Very satisfied with the consultation,2024-04-19
FB02103,M001130,CN005764,5,Would recommend to others,2025-08-30
FB02104,M001774,CN004181,3,Telemedicine call quality was poor,2024-07-09
FB02105,M000427,CN002423,3,Staff was helpful and courteous,2024-02-14
FB02106,M001682,CN004427,4,Doctor explained everything clearly,2024-06-01
FB02107,M001885,CN005631,4,Average experience overall,2024-04-20
FB02108,M000426,CN005997,1,Would recommend to others,2025-03-18
FB02109,M001515,CN001023,4,Very satisfied with the consultation,2024-01-08
FB02110,M000768,CN003062,5,Excellent follow-up care,2024-09-29
FB02111,M002430,CN000583,3,Average experience overall,2024-01-23
FB02112,M000846,CN001127,5,Would recommend to others,2025-12-21
FB02113,M000919,CN002310,4,Excellent follow-up care,2025-10-06
FB02114,M001902,CN002442,4,"Great experience, doctor was very attentive",2025-02-28
FB02115,M001468,CN001621,5,Excellent follow-up care,2024-09-18
FB02116,M002085,CN002888,3,Doctor explained everything clearly,2024-09-18
FB02117,M001912,CN000645,4,Excellent follow-up care,2025-07-01
FB02118,M000683,CN001283,5,Long wait time at the clinic,2024-08-26
FB02119,M000971,CN003056,4,Would recommend to others,2025-04-04
FB02120,M000922,CN000059,4,Average experience overall,2025-01-18
FB02121,M000052,CN001752,3,Long wait time at the clinic,2025-09-20
FB02122,M000741,CN001211,3,Excellent follow-up care,2024-06-06
FB02123,M000898,CN000240,5,Excellent follow-up care,2025-10-14
FB02124,M001627,CN002733,4,Telemedicine call quality was poor,2025-02-03
FB02125,M000977,CN003152,3,Staff was helpful and courteous,2024-05-30
FB02126,M000437,CN004000,5,Would recommend to others,2025-07-20
FB02127,M000658,CN003224,1,Excellent follow-up care,2024-03-30
FB02128,M000037,CN004621,4,Doctor explained everything clearly,2024-12-07
FB02129,M000807,CN003525,5,Needs faster appointment scheduling,2024-10-03
FB02130,M000193,CN005165,3,Average experience overall,2025-12-19
FB02131,M001362,CN000943,5,Average experience overall,2024-04-11
FB02132,M001826,CN003817,5,Long wait time at the clinic,2024-03-05
FB02133,M000420,CN000923,3,Staff was helpful and courteous,2025-03-27
FB02134,M001304,CN004729,4,Staff was helpful and courteous,2025-07-04
FB02135,M001738,CN005771,4,Very satisfied with the consultation,2025-07-13
FB02136,M001705,CN005942,5,Long wait time at the clinic,2024-11-04
FB02137,M001587,CN000793,4,Doctor explained everything clearly,2025-11-19
FB02138,M001299,CN001224,5,Average experience overall,2024-09-12
FB02139,M000113,CN003754,3,Staff was helpful and courteous,2025-10-02
FB02140,M002094,CN000700,4,Very satisfied with the consultation,2024-11-28
FB02141,M002403,CN005040,3,Would recommend to others,2024-05-01
FB02142,M000477,CN000750,4,"Great experience, doctor was very attentive",2024-11-24
FB02143,M001882,CN002296,5,Telemedicine call quality was poor,2025-11-30
FB02144,M000262,CN002599,4,Doctor explained everything clearly,2025-05-27
FB02145,M001913,CN003706,5,Long wait time at the clinic,2025-02-28
FB02146,M000192,CN000026,4,Average experience overall,2024-07-04
FB02147,M000720,CN005773,5,Long wait time at the clinic,2025-09-04
FB02148,M001425,CN002382,5,Doctor explained everything clearly,2025-07-23
FB02149,M001347,CN004214,5,Doctor explained everything clearly,2025-08-12
FB02150,M002349,CN003009,5,Needs faster appointment scheduling,2025-06-04
FB02151,M001972,CN005954,5,Average experience overall,2025-03-29
FB02152,M001601,CN000153,2,Long wait time at the clinic,2024-08-22
FB02153,M002191,CN005772,3,Excellent follow-up care,2025-09-12
FB02154,M000474,CN000406,4,"Great experience, doctor was very attentive",2025-03-03
FB02155,M000649,CN000680,5,Excellent follow-up care,2024-01-04
FB02156,M002280,CN004595,5,Needs faster appointment scheduling,2025-05-25
FB02157,M000044,CN001302,4,Staff was helpful and courteous,2025-12-09
FB02158,M000935,CN002281,5,Average experience overall,2024-08-11
FB02159,M000053,CN004270,3,Very satisfied with the consultation,2025-01-25
FB02160,M001108,CN000483,4,Would recommend to others,2024-03-28
FB02161,M000190,CN003506,2,Needs faster appointment scheduling,2025-09-23
FB02162,M002170,CN004837,4,Excellent follow-up care,2025-12-02
FB02163,M001902,CN002054,4,Would recommend to others,2024-03-04
FB02164,M002008,CN000673,3,Doctor explained everything clearly,2024-08-12
FB02165,M000841,CN003887,4,Staff was helpful and courteous,2024-10-22
FB02166,M000244,CN004637,5,Very satisfied with the consultation,2025-03-14
FB02167,M000141,CN001221,5,Excellent follow-up care,2025-07-08
FB02168,M000957,CN005533,4,Very satisfied with the consultation,2024-11-13
FB02169,M001435,CN000048,5,Very satisfied with the consultation,2024-06-10
FB02170,M000681,CN002601,3,Telemedicine call quality was poor,2024-10-18
FB02171,M001637,CN001491,4,Excellent follow-up care,2025-03-07
FB02172,M001613,CN003326,4,Very satisfied with the consultation,2024-06-02
FB02173,M000210,CN001314,3,Very satisfied with the consultation,2025-07-10
FB02174,M000917,CN000068,5,Would recommend to others,2024-02-09
FB02175,M001893,CN000188,4,Very satisfied with the consultation,2025-06-24
FB02176,M001128,CN005004,5,Excellent follow-up care,2025-05-11
FB02177,M000382,CN003680,5,Would recommend to others,2024-10-27
FB02178,M000638,CN002747,4,"Great experience, doctor was very attentive",2024-10-28
FB02179,M002462,CN005250,5,Needs faster appointment scheduling,2025-09-14
FB02180,M002118,CN003905,2,Average experience overall,2025-08-09
FB02181,M001208,CN005728,4,Excellent follow-up care,2025-07-10
FB02182,M001867,CN005468,3,Doctor explained everything clearly,2025-09-01
FB02183,M000497,CN003797,4,Would recommend to others,2024-03-27
FB02184,M000622,CN004212,2,Average experience overall,2025-04-08
FB02185,M000510,CN003857,4,Doctor explained everything clearly,2024-04-09
FB02186,M001944,CN004676,5,Telemedicine call quality was poor,2025-12-24
FB02187,M002265,CN001400,3,Needs faster appointment scheduling,2024-11-07
FB02188,M002374,CN004833,3,Long wait time at the clinic,2024-12-10
FB02189,M000677,CN001401,2,Needs faster appointment scheduling,2024-01-03
FB02190,M000078,CN001754,4,Staff was helpful and courteous,2025-11-18
FB02191,M000042,CN003231,3,Long wait time at the clinic,2025-08-26
FB02192,M000201,CN005700,2,Very satisfied with the consultation,2024-09-14
FB02193,M000338,CN005042,1,Average experience overall,2025-11-05
FB02194,M000141,CN001221,3,Staff was helpful and courteous,2025-07-08
FB02195,M001773,CN001194,2,Long wait time at the clinic,2024-11-22
FB02196,M001746,CN004972,4,Long wait time at the clinic,2024-05-07
FB02197,M000744,CN001795,4,Very satisfied with the consultation,2024-02-17
FB02198,M002469,CN001737,2,Staff was helpful and courteous,2024-05-10
FB02199,M002210,CN001789,3,Long wait time at the clinic,2024-06-28
FB02200,M000882,CN002862,4,Very satisfied with the consultation,2024-11-18
FB02201,M001435,CN002516,5,Excellent follow-up care,2024-08-18
FB02202,M001152,CN005791,5,Would recommend to others,2024-07-21
FB02203,M000095,CN003611,4,Long wait time at the clinic,2024-11-26
FB02204,M000684,CN002947,5,Doctor explained everything clearly,2025-07-28
FB02205,M001041,CN003782,2,Needs faster appointment scheduling,2025-09-05
FB02206,M001469,CN002526,3,Excellent follow-up care,2024-08-09
FB02207,M000471,CN004823,5,Very satisfied with the consultation,2024-11-08
FB02208,M001967,CN002116,5,Staff was helpful and courteous,2025-05-25
FB02209,M002349,CN003009,4,Very satisfied with the consultation,2025-06-04
FB02210,M002185,CN005647,5,Very satisfied with the consultation,2024-08-16
FB02211,M000223,CN002756,1,Excellent follow-up care,2025-04-01
FB02212,M001273,CN002387,3,Would recommend to others,2025-07-12
FB02213,M000140,CN000127,3,Long wait time at the clinic,2024-10-02
FB02214,M000832,CN003485,5,Very satisfied with the consultation,2024-05-09
FB02215,M000749,CN004272,3,Doctor explained everything clearly,2025-04-03
FB02216,M000515,CN003938,4,Average experience overall,2025-04-18
FB02217,M002034,CN001421,5,Doctor explained everything clearly,2025-11-18
FB02218,M001893,CN000267,4,Would recommend to others,2024-06-14
FB02219,M000509,CN004251,4,Long wait time at the clinic,2024-02-11
FB02220,M000558,CN000660,4,Needs faster appointment scheduling,2024-04-23
FB02221,M000261,CN000302,4,Excellent follow-up care,2025-08-30
FB02222,M000658,CN005940,5,Very satisfied with the consultation,2024-11-14
FB02223,M002172,CN000008,3,Needs faster appointment scheduling,2025-03-01
FB02224,M001438,CN005299,2,Needs faster appointment scheduling,2025-11-03
FB02225,M000251,CN004301,2,Long wait time at the clinic,2025-01-12
FB02226,M002075,CN001418,5,Excellent follow-up care,2025-09-30
FB02227,M002024,CN001227,5,Very satisfied with the consultation,2024-06-15
FB02228,M000825,CN002132,5,Very satisfied with the consultation,2025-01-24
FB02229,M001014,CN002019,4,Excellent follow-up care,2024-03-10
FB02230,M000887,CN001072,4,Excellent follow-up care,2025-06-28
FB02231,M001330,CN002417,5,Very satisfied with the consultation,2025-05-03
FB02232,M000822,CN004659,3,Needs faster appointment scheduling,2024-01-18
FB02233,M000175,CN001642,1,Long wait time at the clinic,2025-04-27
FB02234,M001846,CN004476,5,Doctor explained everything clearly,2024-11-15
FB02235,M000954,CN002865,5,Needs faster appointment scheduling,2024-11-23
FB02236,M001803,CN004053,3,"Great experience, doctor was very attentive",2024-09-14
FB02237,M000210,CN001314,5,Excellent follow-up care,2025-07-10
FB02238,M001505,CN004558,3,"Great experience, doctor was very attentive",2024-09-01
FB02239,M001255,CN000391,1,Average experience overall,2024-08-25
FB02240,M001048,CN004115,5,Long wait time at the clinic,2024-10-01
FB02241,M000857,CN005883,4,Very satisfied with the consultation,2025-05-01
FB02242,M000249,CN001716,2,Excellent follow-up care,2025-10-22
FB02243,M002403,CN005040,4,Telemedicine call quality was poor,2024-05-01
FB02244,M000777,CN003071,5,Excellent follow-up care,2025-12-21
FB02245,M001044,CN005432,3,Very satisfied with the consultation,2025-03-26
FB02246,M000728,CN004881,5,Excellent follow-up care,2025-06-21
FB02247,M001484,CN005976,3,Staff was helpful and courteous,2025-12-02
FB02248,M001208,CN000756,4,"Great experience, doctor was very attentive",2025-02-05
FB02249,M001142,CN004536,4,Excellent follow-up care,2025-12-03
FB02250,M000431,CN001691,4,Average experience overall,2025-03-10
FB02251,M001075,CN000863,3,Doctor explained everything clearly,2025-08-11
FB02252,M002144,CN000704,5,"Great experience, doctor was very attentive",2025-07-18
FB02253,M001276,CN000377,4,Long wait time at the clinic,2024-12-20
FB02254,M001495,CN003377,5,Needs faster appointment scheduling,2025-09-21
FB02255,M000366,CN003767,5,Very satisfied with the consultation,2025-01-19
FB02256,M001400,CN001147,5,"Great experience, doctor was very attentive",2025-01-08
FB02257,M001814,CN000798,3,Staff was helpful and courteous,2025-05-09
FB02258,M001347,CN004214,5,Needs faster appointment scheduling,2025-08-12
FB02259,M000898,CN001140,5,Average experience overall,2024-01-26
FB02260,M001541,CN003981,5,Very satisfied with the consultation,2025-05-11
FB02261,M001183,CN003311,5,"Great experience, doctor was very attentive",2025-01-27
FB02262,M002429,CN002011,4,Would recommend to others,2025-05-12
FB02263,M002151,CN000979,2,Very satisfied with the consultation,2024-12-12
FB02264,M000131,CN001145,4,Would recommend to others,2025-04-23
FB02265,M000853,CN001578,5,Telemedicine call quality was poor,2025-10-23
FB02266,M000485,CN002571,4,Telemedicine call quality was poor,2024-02-13
FB02267,M002009,CN001922,5,"Great experience, doctor was very attentive",2025-09-13
FB02268,M000212,CN000822,5,Would recommend to others,2024-02-20
FB02269,M001687,CN002347,3,Would recommend to others,2024-03-08
FB02270,M001802,CN005524,2,Would recommend to others,2024-05-20
FB02271,M000493,CN002277,5,Doctor explained everything clearly,2025-01-17
FB02272,M000738,CN002443,2,Average experience overall,2025-12-20
FB02273,M001263,CN001223,5,Would recommend to others,2024-08-11
FB02274,M000041,CN002686,3,Excellent follow-up care,2025-09-29
FB02275,M001121,CN001733,2,Staff was helpful and courteous,2025-02-16
FB02276,M001221,CN000889,5,Very satisfied with the consultation,2024-03-18
FB02277,M000620,CN004765,4,Average experience overall,2025-11-08
FB02278,M000033,CN000195,4,Average experience overall,2025-07-02
FB02279,M000377,CN005117,5,Needs faster appointment scheduling,2025-05-01
FB02280,M002350,CN002916,1,Excellent follow-up care,2024-08-07
FB02281,M000817,CN002072,4,Average experience overall,2024-10-26
FB02282,M000351,CN002668,4,Telemedicine call quality was poor,2025-02-11
